tournament_year,team_code,avg_team_age,is_host,strength_pre,matches_group,wins,draws,losses,goals_for,goals_against,clean_sheet,points,goal_diff,avg_goals_for,avg_goals_against,win_ratio,y_ord,y_label,split
1970,BEL,26.26196254122332,0,0.041666666666666664,3,1,0,2,4,5,1,3,-1,1.3333333333333333,1.6666666666666667,0.3333333333333333,0,Group,train
1970,BGR,26.315848422624605,0,0.03571428571428571,3,0,1,2,5,9,0,1,-4,1.6666666666666667,3.0,0.0,0,Group,train
1970,BRA,24.96571464127932,0,1.0,3,3,0,0,8,3,1,9,5,2.6666666666666665,1.0,1.0,5,Winner,train
1970,CSK,25.473212619003174,0,0.07142857142857142,3,0,0,3,2,7,0,0,-5,0.6666666666666666,2.3333333333333335,0.0,0,Group,train
1970,DEU,27.72733495115425,0,0.3333333333333333,3,3,0,0,10,4,0,9,6,3.3333333333333335,1.3333333333333333,1.0,3,SF,train
1970,ENG,27.631136830315473,0,0.5,3,2,0,1,2,1,2,6,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,2,QF,train
1970,ISR,24.741584220023643,0,0.02564102564102564,3,0,2,1,1,3,1,2,-2,0.3333333333333333,1.0,0.0,0,Group,train
1970,ITA,27.273722854831682,0,0.25,3,1,2,0,1,0,3,5,1,0.3333333333333333,0.0,0.3333333333333333,4,Final,train
1970,MAR,25.221946035520013,0,0.025,3,0,1,2,2,6,0,1,-4,0.6666666666666666,2.0,0.0,0,Group,train
1970,MEX,26.873623296621243,1,0.034482758620689655,3,2,1,0,5,0,3,7,5,1.6666666666666667,0.0,0.6666666666666666,2,QF,train
1970,PER,26.41714890174849,0,0.045454545454545456,3,2,0,1,7,5,1,6,2,2.3333333333333335,1.6666666666666667,0.6666666666666666,2,QF,train
1970,ROU,25.398543961172297,0,0.05263157894736842,3,1,0,2,4,5,0,3,-1,1.3333333333333333,1.6666666666666667,0.3333333333333333,0,Group,train
1970,SLV,25.494617634248026,0,0.014705882352941176,3,0,0,3,0,9,0,0,-9,0.0,3.0,0.0,0,Group,train
1970,SUN,27.09439362827453,0,0.2,3,2,1,0,6,1,2,7,5,2.0,0.3333333333333333,0.6666666666666666,2,QF,train
1970,SWE,26.626718934727148,0,0.09090909090909091,3,1,1,1,2,2,1,4,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,Group,train
1970,URY,25.916993342044677,0,0.1111111111111111,3,1,1,1,2,1,2,4,1,0.6666666666666666,0.3333333333333333,0.3333333333333333,3,SF,train
1974,ARG,26.66355547259038,0,0.06666666666666667,6,1,2,3,9,12,0,5,-3,1.5,2.0,0.16666666666666666,2,QF,train
1974,AUS,27.452056499284424,0,0.030303030303030304,3,0,1,2,0,5,1,1,-5,0.0,1.6666666666666667,0.0,0,Group,train
1974,BGR,26.05550370232095,0,0.037037037037037035,3,0,2,1,2,5,1,2,-3,0.6666666666666666,1.6666666666666667,0.0,0,Group,train
1974,BRA,26.151452927633624,0,0.3333333333333333,6,3,2,1,6,3,4,11,3,1.0,0.5,0.5,3,SF,train
1974,CHL,27.786323190840644,0,0.043478260869565216,3,0,2,1,1,2,1,2,-1,0.3333333333333333,0.6666666666666666,0.0,0,Group,train
1974,COD,25.871818804056996,0,0.034482758620689655,3,0,0,3,0,14,0,0,-14,0.0,4.666666666666667,0.0,0,Group,train
1974,DDR,26.43419824528654,0,0.1,6,2,2,2,5,5,2,8,0,0.8333333333333334,0.8333333333333334,0.3333333333333333,2,QF,train
1974,DEU,27.230415033289777,1,1.0,6,5,0,1,11,3,4,15,8,1.8333333333333333,0.5,0.8333333333333334,5,Winner,train
1974,HTI,26.150706241055317,0,0.018518518518518517,3,0,0,3,2,14,0,0,-12,0.6666666666666666,4.666666666666667,0.0,0,Group,train
1974,ITA,28.809781594175845,0,0.16666666666666666,3,1,1,1,5,4,0,4,1,1.6666666666666667,1.3333333333333333,0.3333333333333333,0,Group,train
1974,NLD,27.125256673511295,0,0.5,6,5,1,0,14,1,5,16,13,2.3333333333333335,0.16666666666666666,0.8333333333333334,4,Final,train
1974,POL,24.732748428846993,0,0.25,6,5,0,1,15,5,2,15,10,2.5,0.8333333333333334,0.8333333333333334,3,SF,train
1974,SCO,26.227366063095015,0,0.09090909090909091,3,1,2,0,3,1,2,5,2,1.0,0.3333333333333333,0.3333333333333333,0,Group,train
1974,SWE,27.859000684462696,0,0.05555555555555555,6,2,2,2,7,6,3,8,1,1.1666666666666667,1.0,0.3333333333333333,2,QF,train
1974,URY,26.790616638665924,0,0.03333333333333333,3,0,1,2,1,6,0,1,-5,0.3333333333333333,2.0,0.0,0,Group,train
1974,YUG,25.69572521933918,0,0.125,6,1,2,3,12,7,2,5,5,2.0,1.1666666666666667,0.16666666666666666,2,QF,train
1978,ARG,26.209196689689506,1,0.3333333333333333,6,4,1,1,12,3,3,13,9,2.0,0.5,0.6666666666666666,5,Winner,train
1978,AUT,26.769336071184117,0,0.08333333333333333,6,3,0,3,7,10,1,9,-3,1.1666666666666667,1.6666666666666667,0.5,2,QF,train
1978,BRA,25.501462261215853,0,1.0,6,3,3,0,8,2,4,12,6,1.3333333333333333,0.3333333333333333,0.5,3,SF,train
1978,DEU,27.34739593055815,0,0.3333333333333333,6,1,4,1,10,5,4,7,5,1.6666666666666667,0.8333333333333334,0.16666666666666666,2,QF,train
1978,ESP,27.24061974986,0,0.14285714285714285,3,1,1,1,2,2,2,4,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,Group,train
1978,FRA,26.31634621367681,0,0.06666666666666667,3,1,0,2,5,5,0,3,0,1.6666666666666667,1.6666666666666667,0.3333333333333333,0,Group,train
1978,HUN,26.948416402215173,0,0.041666666666666664,3,0,0,3,3,8,0,0,-5,1.0,2.6666666666666665,0.0,0,Group,train
1978,IRN,25.59741148652853,0,0.038461538461538464,3,0,1,2,2,8,0,1,-6,0.6666666666666666,2.6666666666666665,0.0,0,Group,train
1978,ITA,26.43905170804555,0,0.16666666666666666,6,4,1,1,8,4,3,13,4,1.3333333333333333,0.6666666666666666,0.6666666666666666,3,SF,train
1978,MEX,24.249642212681227,0,0.03125,3,0,0,3,2,12,0,0,-10,0.6666666666666666,4.0,0.0,0,Group,train
1978,NLD,28.202476510484725,0,0.5,6,3,2,1,14,7,2,11,7,2.3333333333333335,1.1666666666666667,0.5,4,Final,train
1978,PER,27.028062970568104,0,0.05,6,2,1,3,7,12,1,7,-5,1.1666666666666667,2.0,0.3333333333333333,2,QF,train
1978,POL,26.26059361582975,0,0.1111111111111111,6,3,1,2,6,6,3,10,0,1.0,1.0,0.5,2,QF,train
1978,SCO,27.891979341671334,0,0.07142857142857142,3,1,1,1,5,6,0,4,-1,1.6666666666666667,2.0,0.3333333333333333,0,Group,train
1978,SWE,27.255677929189222,0,0.04,3,0,1,2,1,3,0,1,-2,0.3333333333333333,1.0,0.0,0,Group,train
1978,TUN,25.745504324559764,0,0.034482758620689655,3,1,1,1,3,2,1,4,1,1.0,0.6666666666666666,0.3333333333333333,0,Group,train
1982,ARG,27.23775745130981,0,0.14285714285714285,5,2,0,3,8,7,1,6,1,1.6,1.4,0.4,2,QF,train
1982,AUT,27.06104162777674,0,0.1111111111111111,5,2,1,2,5,4,2,7,1,1.0,0.8,0.4,2,QF,train
1982,BEL,27.619065397299483,0,0.1,5,2,1,2,3,5,2,7,-2,0.6,1.0,0.4,2,QF,train
1982,BRA,27.030676373592186,0,1.0,5,4,0,1,15,6,1,12,9,3.0,1.2,0.8,2,QF,train
1982,CHL,28.02874743326489,0,0.03225806451612903,3,0,0,3,3,8,0,0,-5,1.0,2.6666666666666665,0.0,0,Group,train
1982,CMR,27.282309750482238,0,0.027777777777777776,3,0,3,0,1,1,2,3,0,0.3333333333333333,0.3333333333333333,0.0,0,Group,train
1982,CSK,28.17845809221579,0,0.07692307692307693,3,0,2,1,2,4,0,2,-2,0.6666666666666666,1.3333333333333333,0.0,0,Group,train
1982,DEU,26.550183560450503,0,0.25,5,3,1,1,8,4,2,10,4,1.6,0.8,0.6,4,Final,train
1982,DZA,26.864165266629332,0,0.03333333333333333,3,2,0,1,5,5,0,6,0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0,Group,train
1982,ENG,28.566361769647187,0,0.5,5,3,2,0,6,1,4,11,5,1.2,0.2,0.6,2,QF,train
1982,ESP,27.00105780598594,1,0.0625,5,1,2,2,4,5,1,5,-1,0.8,1.0,0.2,2,QF,train
1982,FRA,27.055939269491628,0,0.125,5,3,1,1,11,6,1,10,5,2.2,1.2,0.6,3,SF,train
1982,HND,27.37253437869454,0,0.024390243902439025,3,0,2,1,2,3,0,2,-1,0.6666666666666666,1.0,0.0,0,Group,train
1982,HUN,28.019787194325183,0,0.05555555555555555,3,1,1,1,12,6,0,4,6,4.0,2.0,0.3333333333333333,0,Group,train
1982,ITA,27.283927571401907,0,0.5,5,2,3,0,7,5,1,9,2,1.4,1.0,0.4,5,Winner,train
1982,KWT,24.980150581793293,0,0.02702702702702703,3,0,1,2,2,6,0,1,-4,0.6666666666666666,2.0,0.0,0,Group,train
1982,NIR,27.557463754589012,0,0.043478260869565216,5,1,3,1,5,7,2,6,-2,1.0,1.4,0.2,2,QF,train
1982,NZL,26.5158359778483,0,0.017543859649122806,3,0,0,3,2,12,0,0,-10,0.6666666666666666,4.0,0.0,0,Group,train
1982,PER,28.03733432891544,0,0.038461538461538464,3,0,2,1,2,6,1,2,-4,0.6666666666666666,2.0,0.0,0,Group,train
1982,POL,25.94374961110074,0,0.16666666666666666,5,2,3,0,8,1,4,9,7,1.6,0.2,0.4,3,SF,train
1982,SCO,27.34864040818866,0,0.058823529411764705,3,1,1,1,8,8,0,4,0,2.6666666666666665,2.6666666666666665,0.3333333333333333,0,Group,train
1982,SLV,26.623956194387404,0,0.01694915254237288,3,0,0,3,1,13,0,0,-12,0.3333333333333333,4.333333333333333,0.0,0,Group,train
1982,SUN,25.69224068197374,0,0.2,5,2,2,1,7,4,3,8,3,1.4,0.8,0.4,2,QF,train
1982,YUG,26.36176964719059,0,0.06666666666666667,3,1,1,1,2,2,2,4,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,Group,train
1986,ARG,26.86341858005102,0,1.0,3,2,1,0,6,2,1,7,4,2.0,0.6666666666666666,0.6666666666666666,5,Winner,train
1986,BEL,27.427291394437187,0,0.05555555555555555,3,1,1,1,5,5,0,4,0,1.6666666666666667,1.6666666666666667,0.3333333333333333,3,SF,train
1986,BGR,26.218032480866157,0,0.04,3,0,2,1,2,4,0,2,-2,0.6666666666666666,1.3333333333333333,0.0,1,R16,train
1986,BRA,27.126750046667908,0,0.5,3,3,0,0,5,0,3,9,5,1.6666666666666667,0.0,1.0,2,QF,train
1986,CAN,25.99228423869081,0,0.018518518518518517,3,0,0,3,0,5,0,0,-5,0.0,1.6666666666666667,0.0,0,Group,train
1986,DEU,28.238939705058804,0,0.16666666666666666,3,1,1,1,3,4,0,4,-1,1.0,1.3333333333333333,0.3333333333333333,4,Final,train
1986,DNK,27.99651546263456,0,0.125,3,3,0,0,9,1,2,9,8,3.0,0.3333333333333333,1.0,1,R16,train
1986,DZA,28.285732063966147,0,0.021739130434782608,3,0,1,2,1,5,0,1,-4,0.3333333333333333,1.6666666666666667,0.0,0,Group,train
1986,ENG,26.8145106091718,0,0.2,3,1,1,1,3,1,2,4,2,1.0,0.3333333333333333,0.3333333333333333,2,QF,train
1986,ESP,26.802190280629706,0,0.3333333333333333,3,2,0,1,5,2,1,6,3,1.6666666666666667,0.6666666666666666,0.6666666666666666,2,QF,train
1986,FRA,27.96515462634559,0,0.14285714285714285,3,2,1,0,5,1,2,7,4,1.6666666666666667,0.3333333333333333,0.6666666666666666,3,SF,train
1986,HUN,27.12065210627839,0,0.041666666666666664,3,1,0,2,2,9,1,3,-7,0.6666666666666666,3.0,0.3333333333333333,0,Group,train
1986,IRQ,26.676373592184678,0,0.017241379310344827,3,0,0,3,1,4,0,0,-3,0.3333333333333333,1.3333333333333333,0.0,0,Group,train
1986,ITA,27.60077157613092,0,0.09090909090909091,3,1,2,0,5,4,0,5,1,1.6666666666666667,1.3333333333333333,0.3333333333333333,1,R16,train
1986,KOR,26.303528094082512,0,0.025,3,0,1,2,4,7,0,1,-3,1.3333333333333333,2.3333333333333335,0.0,0,Group,train
1986,MAR,26.620620994337628,0,0.03225806451612903,3,1,2,0,3,1,2,5,2,1.0,0.3333333333333333,0.3333333333333333,1,R16,train
1986,MEX,26.546076784269804,1,0.08333333333333333,3,2,1,0,4,2,1,7,2,1.3333333333333333,0.6666666666666666,0.6666666666666666,2,QF,train
1986,NIR,27.023831746624353,0,0.034482758620689655,3,0,1,2,2,6,0,1,-4,0.6666666666666666,2.0,0.0,0,Group,train
1986,POL,26.884201356480617,0,0.043478260869565216,3,1,1,1,1,3,2,4,-2,0.3333333333333333,1.0,0.3333333333333333,1,R16,train
1986,PRT,27.92558023769523,0,0.03571428571428571,3,1,0,2,2,4,1,3,-2,0.6666666666666666,1.3333333333333333,0.3333333333333333,0,Group,train
1986,PRY,26.784892041565556,0,0.05263157894736842,3,1,2,0,4,3,1,5,1,1.3333333333333333,1.0,0.3333333333333333,1,R16,train
1986,SCO,27.567046232343976,0,0.058823529411764705,3,0,1,2,1,3,1,1,-2,0.3333333333333333,1.0,0.0,0,Group,train
1986,SUN,26.36500528902993,0,0.3333333333333333,3,2,1,0,9,1,2,7,8,3.0,0.3333333333333333,0.6666666666666666,1,R16,train
1986,URY,26.628710098935972,0,0.038461538461538464,3,0,2,1,2,7,1,2,-5,0.6666666666666666,2.3333333333333335,0.0,1,R16,train
1990,ARE,25.373654408562004,0,0.011904761904761904,3,0,0,3,2,11,0,0,-9,0.6666666666666666,3.6666666666666665,0.0,0,Group,train
1990,ARG,27.59741148652853,0,0.07142857142857142,3,1,1,1,3,2,1,4,1,1.0,0.6666666666666666,0.3333333333333333,4,Final,train
1990,AUT,25.203658764233715,0,0.02857142857142857,3,1,0,2,2,3,0,3,-1,0.6666666666666666,1.0,0.3333333333333333,0,Group,train
1990,BEL,27.335200049779107,0,0.05555555555555555,3,2,0,1,6,3,1,6,3,2.0,1.0,0.6666666666666666,1,R16,train
1990,BRA,26.707485532947544,0,0.2,3,3,0,0,4,1,2,9,3,1.3333333333333333,0.3333333333333333,1.0,1,R16,train
1990,CMR,27.166075539792175,0,0.02564102564102564,3,2,0,1,3,5,1,6,-2,1.0,1.6666666666666667,0.6666666666666666,2,QF,train
1990,COL,26.36438305021467,0,0.038461538461538464,3,1,1,1,3,2,1,4,1,1.0,0.6666666666666666,0.3333333333333333,1,R16,train
1990,CRI,26.700765353742767,0,0.02702702702702703,3,2,0,1,3,2,1,6,1,1.0,0.6666666666666666,0.6666666666666666,1,R16,train
1990,CSK,27.68937838342356,0,0.08333333333333333,3,2,0,1,6,3,1,6,3,2.0,1.0,0.6666666666666666,2,QF,train
1990,DEU,27.692365129736796,0,1.0,3,2,1,0,10,3,0,7,7,3.3333333333333335,1.0,0.6666666666666666,5,Winner,train
1990,EGY,27.260655839711283,0,0.025,3,0,2,1,1,2,1,2,-1,0.3333333333333333,0.6666666666666666,0.0,0,Group,train
1990,ENG,28.06172609047352,0,0.3333333333333333,3,1,2,0,2,1,2,5,1,0.6666666666666666,0.3333333333333333,0.3333333333333333,3,SF,train
1990,ESP,26.292950034223136,0,0.14285714285714285,3,2,1,0,5,2,1,7,3,1.6666666666666667,0.6666666666666666,0.6666666666666666,1,R16,train
1990,IRL,28.88308132661315,0,,3,0,3,0,2,2,1,3,0,0.6666666666666666,0.6666666666666666,0.0,2,QF,train
1990,ITA,26.957998879970134,1,0.5,3,3,0,0,4,0,3,9,4,1.3333333333333333,0.0,1.0,3,SF,train
1990,KOR,27.449691991786448,0,0.03225806451612903,3,0,0,3,1,6,0,0,-5,0.3333333333333333,2.0,0.0,0,Group,train
1990,NLD,27.213116794225627,0,0.16666666666666666,3,0,3,0,2,2,1,3,0,0.6666666666666666,0.6666666666666666,0.0,1,R16,train
1990,ROU,26.089975732686206,0,0.05263157894736842,3,1,1,1,4,3,1,4,1,1.3333333333333333,1.0,0.3333333333333333,1,R16,train
1990,SCO,27.550992470910334,0,0.04,3,1,0,2,2,3,0,3,-1,0.6666666666666666,1.0,0.3333333333333333,0,Group,train
1990,SUN,28.206085495613216,0,0.09090909090909091,3,1,0,2,4,4,1,3,0,1.3333333333333333,1.3333333333333333,0.3333333333333333,0,Group,train
1990,SWE,25.548379067886255,0,0.058823529411764705,3,0,0,3,3,6,0,0,-3,1.0,2.0,0.0,0,Group,train
1990,URY,27.202040943314046,0,0.0625,3,1,1,1,2,3,2,4,-1,0.6666666666666666,1.0,0.3333333333333333,1,R16,train
